datetime,chamber,campaign,leaf,light,Month,temp,leaflight,id,licor,Obs,FTime,O2,EBal.,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci.Ca,RHsfc,C2sfc,xsi,DELTA,CO2Rdry,CO2Sdry,gm_bar,delta_i,delta_gm,delta_e,delta_f
2013-10-26 10:35:00,ch02,1,shade,high,Oct,elevated,shade-high,1-ch02-shade-high,H4,15,5683,21,0,14.86055546,0.13710759,181.8884962,1.775701577,1.35046404,23.71655846,6,1.420000017,1,2.840000033,21.04594803,23.71655846,20.15102386,399.5307007,368.4122009,12.16047668,15.66627026,49.42945862,63.67967987,299.1419067,899.8078613,175.2062988,101.7405548,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498569845,0.001775702,296.8665585,294.195948,143.9692546,0.426716788,2.944359068,28.93987627,13.27360602,22.38125324,2.715836433,0.130793243,1.593895028,1.121941405,0.082290561,18.50543652,0.493709209,55.24806552,361.3482046,12.91646464,10.88198975,404.4489933,374.2757053,0.228194632,15.88351361,3.990023662,0.104449187,1.611393434
2013-10-26 10:36:00,ch02,1,shade,high,Oct,elevated,shade-high,1-ch02-shade-high,H4,16,5763.5,21,0,14.7347478,0.140179499,187.0430357,1.816861552,1.352761466,23.76739311,6,1.420000017,1,2.840000033,21.56061363,23.76739311,20.93863678,399.2282715,368.3344421,12.14598751,15.73251629,47.83655167,61.96197128,299.1657715,899.9064331,164.1944427,101.7396011,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498609619,0.001816862,296.9173931,294.7106136,143.9850261,0.46572221,2.953381398,29.02882815,13.29631186,22.66400337,2.762885962,0.133585838,1.600619932,1.16226603,0.084059527,19.02968385,0.507807618,55.35140194,361.3302487,12.84109324,12.94307301,404.1369134,374.2218941,0.353708881,16.21808189,2.554288822,0.109181616,1.612673954
2013-10-26 10:13:00,ch02,1,shade,low,Oct,elevated,shade-low,1-ch02-shade-low,H4,8,4402,21,0,9.727949108,0.078668868,172.2022152,0.898454007,1.165372911,24.21185303,6,1.420000017,1,2.840000033,22.81833458,24.21185303,21.57611656,400.1057434,379.9100342,16.59078979,18.3597126,60.52484512,66.97805023,299.1510925,299.6806946,168.5977173,101.7406082,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498585154,0.000898454,297.361853,295.9683346,47.94891006,-0.087188962,3.033301238,29.81406629,11.45435369,23.5150938,2.908838957,0.076548452,1.867928327,1.04091063,0.048028875,17.51995811,0.453271037,61.69356478,375.2858331,20.08974585,12.61358419,406.8558025,387.0155281,0.287880744,15.22892906,2.047630871,0.144553318,1.604465363
2013-10-26 10:15:00,ch02,1,shade,low,Oct,elevated,shade-low,1-ch02-shade-low,H4,9,4482.5,21,0,9.829057222,0.080028646,173.3695606,0.871381115,1.111854107,23.94109917,6,1.420000017,1,2.840000033,22.66510773,23.94109917,21.93467522,399.9326477,379.5543823,16.68883324,18.40446091,61.45283508,67.77024078,299.1361694,300.2227173,172.4952545,101.7438126,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498560282,0.000871381,297.0910992,295.8151077,48.03563369,-0.055974103,2.984394128,29.33243853,10.92797763,23.30310345,2.871868258,0.077835317,1.872540021,0.999328237,0.048839487,17.63928008,0.456771331,62.87944115,374.8821193,19.93402928,13.00877245,406.7203356,386.6708509,0.337047223,15.29444055,1.766628092,0.144356315,1.603753973
2013-10-26 10:16:00,ch02,1,shade,low,Oct,elevated,shade-low,1-ch02-shade-low,H4,10,4563,21,0,9.805522752,0.081451088,177.3320813,0.857469293,1.075759501,23.76960564,6,1.420000017,1,2.840000033,22.84796143,23.76960564,22.34717941,399.7991638,379.48349,16.76877594,18.45653534,61.07209778,67.21894073,299.2049866,300.444458,178.7342682,101.7533951,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498674978,0.000857469,296.9196056,295.9979614,48.07111221,-0.001082559,2.953774633,29.02875753,10.57222219,23.30878353,2.872853469,0.079180203,1.878015132,0.994838337,0.049686762,18.04414133,0.467298541,63.73453617,374.8224141,19.78703432,12.20206188,406.617644,386.6191398,0.222067283,15.538294,2.673950137,0.148902038,1.603340583
2014-03-19 13:09:00,ch02,5,sun,high,Mar,elevated,sun-high,5-ch02-sun-high,H3,27,1699.5,21,0,17.90675521,0.195264671,215.7340101,3.783120579,2.038481572,30.9364151,6,1.420000017,1,2.840000033,29.59343414,30.9364151,28.55705719,419.5632873,380.8918152,16.72294655,24.10225296,40.95298767,59.02423858,300.1858337,1301.008008,1551.261255,101.9227097,1.81896174,-0.365364224,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500309723,0.003783121,304.0864151,302.7434341,208.1612766,0.295641623,4.495048504,44.10252157,20.00026861,30.26492462,4.325712835,0.182702895,2.456566932,1.869145904,0.115255158,21.98819572,0.56639177,56.06981642,372.3798014,10.91503847,10.22032492,426.6989511,390.298898,0.183375113,17.5464434,5.772629597,0.094880984,1.552191575
2014-04-21 13:19:00,ch02,6,sun,high,Apr,elevated,sun-high,6-ch02-sun-high,H1,234,14180,21,0,8.220077268,0.0782806,218.9702063,1.528260101,1.973993057,28.49240684,6,1.420000017,1,2.840000033,26.85933304,28.49240684,26.45353165,420.1029236,400.878894,15.79919548,19.06198234,45.10178986,54.41416168,275.6776306,1549.959009,173.9225586,101.3113342,-2.125188828,-0.153403953,0.933333337,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459462718,0.00152826,301.6424068,300.0093331,247.9934359,1.903490399,3.905187894,38.54640696,19.48442462,27.67586994,3.723889991,0.076180497,1.931194837,1.792695154,0.04779714,22.18415982,0.546223331,49.35001177,396.971463,21.67684191,9.851006612,426.846759,408.668934,0.07281516,17.73429373,6.591379832,0.251019577,1.548775394
2014-04-21 13:21:00,ch02,6,sun,high,Apr,elevated,sun-high,6-ch02-sun-high,H1,242,14303.9,21,0,8.28549567,0.076311686,213.2816677,1.462658947,1.93716025,28.28914604,6,1.420000017,1,2.840000033,25.86628189,28.28914604,24.97506523,419.9388489,400.6306152,15.84919624,18.97218552,47.96812515,57.41931229,275.6797912,1550.334692,186.4346008,101.3137329,-2.125188828,-0.153403953,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459466319,0.001462659,301.4391461,299.0162819,248.0535452,1.831522952,3.859303194,38.09259641,19.12041089,27.07771397,3.595582374,0.074314769,1.922142943,1.673439431,0.046622106,21.60836217,0.532364736,49.68375278,396.6920874,21.73129039,10.58834901,426.7017283,408.3784469,0.085673529,17.38445141,5.646160343,0.241270216,1.548436481
2014-04-21 13:23:00,ch02,6,sun,high,Apr,elevated,sun-high,6-ch02-sun-high,H1,250,14427.5,21,0,8.330508748,0.075762732,211.3433782,1.409877357,1.881217528,27.97671852,6,1.420000017,1,2.840000033,25.33747177,27.97671852,24.45951691,419.9686157,400.6089356,15.82678222,18.83742333,49.42532959,58.82720185,275.6858887,1550.532349,728.8812744,101.3133514,-2.125188828,-0.153403953,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459476481,0.001409877,301.1267185,298.4874718,248.0851702,1.831891757,3.789700039,37.4057308,18.56830748,26.65709515,3.507711589,0.07379412,1.90848251,1.599229079,0.046294243,21.41190535,0.527555243,50.25068288,396.6490106,21.98248672,10.40477127,426.7222559,408.3002604,0.085444473,17.2510501,5.687053659,0.23716128,1.546886474
2014-04-21 13:25:00,ch02,6,sun,high,Apr,elevated,sun-high,6-ch02-sun-high,H1,257,14536,21,0,8.267216378,0.076028907,213.4408404,1.397673083,1.858863502,27.85080948,6,1.420000017,1,2.840000033,25.29085121,27.85080948,24.50678749,419.8604676,400.6484802,15.79991188,18.78474274,49.47733765,58.82431717,275.6775879,1550.564526,574.5159363,101.3110916,-2.125188828,-0.153403953,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459462646,0.001397673,301.0008095,298.4408512,248.0903187,1.849791625,3.761966296,37.13281704,18.3480743,26.57083035,3.489929886,0.074046601,1.903102794,1.586827092,0.046453232,21.62392431,0.532738472,50.49226473,396.7186415,22.04196233,11.64976241,426.6007214,408.3186408,0.101984174,17.37549852,4.727359285,0.241705427,1.546709345
2014-01-29 11:43:00,ch02,3,sun,high,Jan,elevated,sun-high,3-ch02-sun-high,H2,37,10777.5,21,0,10.29303733,0.076576982,168.2635036,1.600267788,2.086350057,32.59889221,6,1.420000017,1,2.840000033,28.79588699,32.59889221,26.69909859,419.8433533,397.9765625,25.10502243,28.21624374,63.86748886,71.7824707,299.9042664,1674.690186,14.67880249,101.1121597,0.99943471,-0.067802489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499840444,0.001600268,305.7488922,301.945887,267.9504237,1.774876578,4.939355402,48.85026108,20.63401734,30.6973896,4.434120964,0.074566394,2.853005344,1.58111562,0.046780559,17.01348625,0.42279752,57.22130524,393.0837455,21.35095111,8.945261101,430.6549556,409.5320177,0.130491988,14.69201553,4.642920285,0.155779015,1.553385172
2014-01-29 12:31:00,ch02,3,shade,high,Jan,elevated,shade-high,3-ch02-shade-high,H2,46,13630,21,0,22.93759522,0.443763326,264.7557159,7.811289402,1.974244026,32.9600296,6,1.420000017,1,2.840000033,31.96086884,32.9600296,31.42703819,420.2982788,368.6354675,15.18836117,30.3452549,32.21425629,64.36177063,299.8340149,1673.702271,50.76371384,101.0546036,0.884749651,-0.436424315,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499723358,0.007811289,306.1100296,305.1108688,267.7923573,-1.042494062,5.04077173,49.88166349,19.5364086,32.46044922,4.900950694,0.383793752,3.066527704,1.83442299,0.244623189,26.75478392,0.718204674,64.71172804,357.7320333,8.617659615,13.69519636,426.7803732,380.1718801,0.261931007,20.45877931,5.222418174,0.126238043,1.548168192
2014-01-29 12:03:00,ch02,3,shade,low,Jan,elevated,shade-low,3-ch02-shade-low,H2,38,11940.5,21,0,10.86693958,0.242704095,309.2927939,3.652787266,1.583931556,32.57889557,6,1.420000017,1,2.840000033,34.25491714,32.57889557,34.54881668,419.9133911,395.2780457,26.0673275,33.13477325,48.62768555,61.81175613,299.8327637,250.5066833,8.482896805,101.0980377,-0.389969587,-0.830539763,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499721273,0.003652787,305.7288956,307.4049171,40.08106844,-1.174619825,4.933792112,48.80205614,15.66728288,33.41690636,5.171666519,0.223595782,3.349860556,1.821805962,0.141347069,31.26889455,0.782468941,69.16037027,390.112423,19.24334429,18.6623594,431.1523814,408.8243478,0.174775594,23.07232196,3.641451331,0.30684605,1.540125566
2014-01-29 12:04:00,ch02,3,shade,low,Jan,elevated,shade-low,3-ch02-shade-low,H2,39,12021,21,0,10.66874358,0.244762878,311.1988815,3.734117329,1.606235439,32.70678711,6,1.420000017,1,2.840000033,34.84650421,32.70678711,35.14616776,419.6480408,395.3459778,26.04384613,33.26721191,47.01276779,60.05195236,299.8513794,250.6454773,8.430104256,101.097496,-0.389969587,-0.830539763,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499752299,0.003734117,305.8567871,307.9965042,40.10327547,-1.147607455,4.969467264,49.15519631,15.88798439,33.77664566,5.276802353,0.22534198,3.363231825,1.913570528,0.142463671,31.46142768,0.787155805,68.96348327,390.274568,19.885858,19.19975854,430.8695408,408.9506249,0.189073444,23.20780448,3.306957663,0.31470124,1.54167487
2014-04-21 14:17:00,ch02,6,shade,high,Apr,elevated,shade-high,6-ch02-shade-high,H1,326,17668,21,0,19.78272411,0.237590643,222.4491967,3.60694524,1.617909536,27.92637787,6,1.420000017,1,2.840000033,26.75904655,27.92637787,26.40879669,418.9474365,372.9645935,13.64366627,21.32638168,39.17268371,61.22999725,275.685199,1498.799732,81.74275665,101.3157577,-1.881292343,-0.212915123,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459475332,0.003606945,301.0763779,299.9090465,239.8079516,0.79167242,3.778608003,37.29536456,15.96898288,27.34271221,3.651866479,0.21924843,2.160698467,1.491168012,0.138568044,22.53760882,0.59643524,59.2950196,363.5608339,9.023678523,10.32248466,424.7424812,381.0919049,0.198735084,17.85257079,5.884947397,0.11126401,1.543775329
2014-01-29 12:07:00,ch02,3,shade,low,Jan,elevated,shade-low,3-ch02-shade-low,H2,41,12182,21,0,10.57635494,0.239101607,310.5603977,3.672864716,1.615018445,32.61947632,6,1.420000017,1,2.840000033,36.46604919,32.61947632,37.08349228,419.8127136,395.7416992,25.82789993,32.93503189,42.64706802,54.38237381,299.8592529,250.7543182,7.746306419,101.1102524,-0.389969587,-0.830539763,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499765422,0.003672865,305.7694763,309.6160492,40.12069002,-0.862350478,4.945087831,48.90787744,15.97284555,34.54276276,5.506917041,0.22053464,3.330069387,2.176847654,0.13939011,31.40084019,0.784755305,68.59175853,390.7142066,19.73926908,18.21319051,430.943068,409.2193516,0.150545388,23.1654135,4.114783531,0.316446768,1.541281127
2014-01-29 11:39:00,ch02,3,sun,high,Jan,elevated,sun-high,3-ch02-sun-high,H2,34,10536,21,0,9.55966386,0.069826884,164.6605463,1.726904207,2.459815494,33.72389984,6,1.420000017,1,2.840000033,30.24584961,33.72389984,28.42962456,420.2278442,399.7217712,24.34884262,27.70796585,56.97374725,64.83374786,299.9095459,1673.996704,14.35417652,101.1065292,0.99943471,-0.067802489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499849243,0.001726904,306.8738998,303.3958496,267.8394667,1.745078435,5.261271753,52.03691387,24.32894802,31.98487473,4.770996806,0.068151254,2.801456259,1.969540547,0.042741975,16.64825634,0.411937898,52.47369506,395.1775649,22.15870413,7.720166747,430.7152623,411.1128726,0.101326699,14.54725796,5.574414048,0.163113452,1.561700097
2014-01-29 11:41:00,ch02,3,sun,high,Jan,elevated,sun-high,3-ch02-sun-high,H2,35,10616.5,21,0,9.811416135,0.070059327,159.3915614,1.664503601,2.364004804,33.45373917,6,1.420000017,1,2.840000033,29.35394859,33.45373917,27.31973457,419.9937439,399.0336304,24.63743973,27.8750248,60.68385315,68.65826416,299.8726807,1674.543579,14.47929382,101.1063461,0.99943471,-0.067802489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499787801,0.001664504,306.6037392,302.5039486,267.9269667,1.693213612,5.182346709,51.25639396,23.38136917,31.40384388,4.616305788,0.068372657,2.818341905,1.797963883,0.042881313,16.11549838,0.39944393,53.64775965,394.369753,21.83956479,8.004503901,430.6026918,410.4756493,0.115187165,14.20933713,5.030225822,0.152385466,1.560070729
2014-01-29 12:06:00,ch02,3,shade,low,Jan,elevated,shade-low,3-ch02-shade-low,H2,40,12101.5,21,0,10.66024621,0.245513782,311.8716976,3.6578354,1.569854003,32.47928238,6,1.420000017,1,2.840000033,35.44815063,32.47928238,35.93206406,419.7676392,395.5421448,25.92064095,32.99822235,45.26237488,57.62118149,299.8594971,250.9275055,7.807165623,101.1056213,-0.389969587,-0.830539763,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499765828,0.003657835,305.6292824,308.5981506,40.14839998,-0.986080849,4.906159777,48.52509398,15.52687162,33.96371651,5.332205854,0.225978294,3.336305774,1.99590008,0.142870611,31.53198177,0.788466417,69.29692331,390.4747743,19.75490758,19.4932065,430.9378238,409.0397287,0.202874438,23.22917739,3.076546135,0.315425385,1.540284512
2014-02-25 12:33:00,ch02,4,sun,high,Feb,elevated,sun-high,4-ch02-sun-high,H4,216,15215.16667,21,0,18.81825909,0.218732581,223.9198477,3.793939055,1.817835017,31.76058515,6,1.420000017,1,2.840000033,29.1294562,31.76058515,27.53284709,420.0890096,379.5804443,21.24236425,28.61165555,53.00628662,71.39496612,300.060435,1699.611857,1835.366821,101.1098938,-1.34829402,0.153604507,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500100725,0.003793939,304.9105852,302.2794562,271.937891,0.855574875,4.710756438,46.59045974,17.97880419,30.44502067,4.370574488,0.203090441,2.89292142,1.477653068,0.128249925,22.64051159,0.589914179,62.77061208,370.6351452,10.40005935,10.46572809,429.2063676,390.7607565,0.188404588,17.96882698,5.919406113,0.11374556,1.545242573
2014-04-21 14:19:00,ch02,6,shade,high,Apr,elevated,shade-high,6-ch02-shade-high,H1,333,17776.5,21,0,19.92912844,0.243519491,224.0108499,3.734147036,1.636689886,28.14161148,6,1.420000017,1,2.840000033,26.89204559,28.14161148,26.37508545,418.8220154,372.4196289,13.66021957,21.61191406,38.91379242,61.56573715,275.672821,1498.72876,83.55027313,101.3145889,-1.881292343,-0.212915123,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459454702,0.003734147,301.2916115,300.0420456,239.7965962,0.713486995,3.826292011,37.76644799,16.15453393,27.51682854,3.68925658,0.224287469,2.189602125,1.499654455,0.141789359,22.69556743,0.601501187,59.3979028,362.9462757,8.927946675,10.80222206,424.6224513,380.6461202,0.211441237,17.95558357,5.576545267,0.111485025,1.544720878
2014-04-21 14:21:00,ch02,6,shade,high,Apr,elevated,shade-high,6-ch02-shade-high,H1,341,17900.5,21,0,20.20367461,0.24997906,225.0104446,3.775128143,1.615306742,28.09172478,6,1.420000017,1,2.840000033,26.43546219,28.09172478,25.61788902,418.8496033,371.8273926,13.67641353,21.71350403,40.02123566,63.54018402,275.7084778,1500.197803,85.05161743,101.3136704,-1.881292343,-0.212915123,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.45951413,0.003775128,301.2417248,299.5854622,240.0316431,0.639371797,3.815181511,37.65712399,15.94361996,27.26359348,3.634950264,0.229755256,2.199874769,1.435075495,0.145286666,22.79663352,0.605147803,59.89585439,362.2235333,8.824224443,11.25932448,424.6573934,380.080267,0.227891864,18.00821502,5.244321677,0.110570009,1.544071094
2014-01-29 11:42:00,ch02,3,sun,high,Jan,elevated,sun-high,3-ch02-sun-high,H2,36,10697,21,0,10.09008027,0.073405831,163.7819164,1.579359257,2.145605929,32.71753311,6,1.420000017,1,2.840000033,28.94743729,32.71753311,26.86545944,419.9180603,398.4709778,24.88648224,27.95807266,62.75750732,70.5032959,299.8843994,1674.274902,14.80031776,101.1110153,0.99943471,-0.067802489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499807332,0.001579359,305.8675331,302.0974373,267.8839784,1.788557124,4.972475042,49.17837118,21.22029852,30.8324852,4.468467669,0.071556306,2.826869113,1.641598555,0.044885262,16.56015585,0.41102596,56.25018399,393.6746369,21.63442594,8.937835357,430.6350519,409.9318832,0.134297497,14.43097814,4.424096962,0.15332841,1.554641491
2014-02-25 13:13:00,ch02,4,shade,low,Feb,elevated,shade-low,4-ch02-shade-low,H4,18,841.5,21,0,11.04291248,0.208798465,294.4046782,3.880272954,1.939084427,32.22175979,6,1.420000017,1,2.840000033,32.90243403,32.22175979,32.48795319,420.4751994,395.2520549,21.09930865,28.6584123,42.43911743,57.64373144,299.1679992,298.6059672,1394.681396,101.0615285,-1.861936569,0.08150135,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498613332,0.003880273,305.3717598,306.052434,47.77695368,-1.348386427,4.835347366,47.84557912,19.18716682,32.56209692,4.929132213,0.19449842,2.896262939,2.032869274,0.122770189,29.75298667,0.744853032,61.15836412,390.0027831,18.1242841,16.60016271,429.5381575,406.9135512,0.13959456,22.27662978,4.662278468,0.261132124,1.546984048
2014-02-25 13:15:00,ch02,4,shade,low,Feb,elevated,shade-low,4-ch02-shade-low,H4,26,964.3333333,21,0,11.13018578,0.217683051,297.2709379,3.959725792,1.903273524,32.11868286,6,1.420000017,1,2.840000033,32.16044998,32.11868286,31.40352504,420.6490987,395.1896566,21.02928098,28.74213092,44.09389115,60.2661438,299.1823934,299.7880046,1293.493734,101.0357946,-1.861936569,0.08150135,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498637322,0.003959726,305.2686829,305.31045,47.96607966,-1.479771956,4.807257565,47.57974803,18.83761711,32.13956642,4.812942236,0.202185318,2.903984041,1.908958195,0.127672439,30.03500608,0.752223413,61.76804971,389.8988993,18.25681343,18.92268688,429.6850667,406.8843807,0.232852523,22.42945125,2.815695191,0.261851924,1.545421973
2014-02-25 12:27:00,ch02,4,sun,high,Feb,elevated,sun-high,4-ch02-sun-high,H4,193,14860,21,0,17.9583712,0.19981576,218.7394856,3.94838413,2.055501364,32.64184697,6,1.420000017,1,2.840000033,30.77423032,32.64184697,29.33065097,420.174764,381.257782,20.97252973,28.64106242,47.61546326,65.02548472,300.0807292,1700.021444,1900.002563,101.1075134,-1.34829402,0.153604507,0.888888896,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500134548,0.003948384,305.791847,303.9242303,272.0034249,0.880073107,4.951327971,48.97092032,20.3298579,31.70803865,4.696800157,0.186681205,2.895826606,1.800973551,0.117788758,22.11620539,0.573730873,59.64894381,372.7212324,10.95591552,10.21370546,429.1756634,392.4993812,0.179878434,17.72121005,5.934453834,0.116091768,1.551088213
2014-04-21 13:47:00,ch02,6,shade,low,Apr,elevated,shade-low,6-ch02-shade-low,H1,274,15855,21,0,10.52545916,0.156667777,273.1409662,2.560304187,1.697564764,27.69687004,6,1.420000017,1,2.840000033,28.43965492,27.69687004,28.50172348,419.9660461,394.8588867,14.58169117,20.0421051,37.95129547,52.16297302,275.6923096,299.2538452,80.78939514,101.3234222,-2.5254879,-0.278535545,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459487183,0.002560304,300.84687,301.5896549,47.88061416,-0.664294723,3.728299406,36.79602762,16.75392251,28.06826248,3.809984388,0.148476957,2.030734642,1.779249746,0.093500799,27.67557743,0.691743229,55.58643697,389.8555875,17.68961845,13.38813879,426.1804783,402.9345432,0.09848953,20.92508543,6.249999288,0.258511627,1.542116472
2014-02-25 12:31:00,ch02,4,sun,high,Feb,elevated,sun-high,4-ch02-sun-high,H4,208,15092.33333,21,0,18.52615269,0.209301426,220.3342439,3.773574463,1.883515918,31.92233276,6,1.420000017,1,2.840000033,29.37115479,31.92233276,27.7671992,420.0138448,380.1005351,21.05953471,28.39100266,51.82218679,69.8628184,300.0576681,1700.435303,1891.312948,101.1104101,-1.34829402,0.153604507,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500096113,0.003773574,305.0723328,302.5211548,272.0696424,0.878057202,4.754141838,47.01931146,18.62830881,30.64674377,4.4213155,0.194935137,2.87062592,1.55068958,0.123048567,22.27808577,0.579673532,61.65538788,371.2940894,10.60638404,10.2587144,429.0494261,391.2073026,0.185234293,17.77354809,5.932977135,0.113378737,1.547211265
2013-10-26 09:49:00,ch02,1,sun,high,Oct,elevated,sun-high,1-ch02-sun-high,H4,5,2965,21,0,16.82460768,0.162777067,186.1290359,1.796299109,1.158749286,24.01483536,6,1.420000017,1,2.840000033,21.9211235,24.01483536,20.92615891,399.7779541,364.7225647,14.53895283,18.07628441,56.00806046,69.63483429,299.1795349,900.0240479,288.8999329,101.7297134,0.294937372,0.079449683,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498632558,0.001796299,297.1648354,295.0711235,144.0038444,0.490654298,2.997644519,29.46675477,11.39047036,22.96797943,2.814261522,0.153953111,1.838895233,0.975366289,0.096976385,18.93485349,0.510330465,62.54988757,356.724952,11.07097676,12.81385629,405.6760592,371.4367612,0.405354337,16.09267392,2.538364414,0.095163435,1.60547519
2014-04-21 13:51:00,ch02,6,shade,low,Apr,elevated,shade-low,6-ch02-shade-low,H1,290,16103,21,0,10.43700385,0.150042221,269.1876103,2.574991667,1.778409041,27.9662838,6,1.420000017,1,2.840000033,29.25656128,27.9662838,29.54027062,419.9822571,395.0546875,14.33481007,19.82757454,35.5827507,49.21722717,275.7011475,299.2634766,78.7422821,101.322583,-2.5254879,-0.278535545,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459501912,0.002574992,301.1162838,302.4065613,47.88215518,-0.594629738,3.787390123,37.37952641,17.55195186,28.61142254,3.932225424,0.142512867,2.008981082,1.923244342,0.089717729,27.27478468,0.681393268,54.08707374,390.0934357,17.60910216,16.42752751,426.0901789,403.0461144,0.175648694,20.71256531,3.478661513,0.256497716,1.544111874
2014-02-25 12:29:00,ch02,4,sun,high,Feb,elevated,sun-high,4-ch02-sun-high,H4,200,14968.5,21,0,18.38047702,0.208728028,220.8134598,3.984881092,1.992099337,32.4884402,6,1.420000017,1,2.840000033,30.06315358,32.4884402,28.47813098,420.1265564,380.3424276,21.10756556,28.84586589,49.91175842,68.21034749,300.0607198,1699.425944,228.9833628,101.110054,-1.34829402,0.153604507,0.888888896,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5001012,0.003984881,305.6384402,303.2131536,271.908145,0.781900984,4.9087064,48.54815266,19.70228678,31.27579689,4.582827283,0.194436661,2.916607063,1.66622022,0.122730874,22.32646048,0.580565872,60.67385369,371.6052291,10.80192145,11.06263169,429.18562,391.6396113,0.205312483,17.82970189,5.31835008,0.114726925,1.549620516
2013-10-26 09:47:00,ch02,1,sun,high,Oct,elevated,sun-high,1-ch02-sun-high,H4,3,2804,21,0,16.42236254,0.15736812,185.1942402,1.844055604,1.227928941,24.3508606,6,1.420000017,1,2.840000033,22.89531708,24.3508606,21.90591621,399.7805786,365.4938049,14.36411095,17.99581528,52.15350342,65.33956909,299.1769409,899.9498291,749.8172607,101.7321396,0.294937372,0.079449683,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498628235,0.001844056,297.5008606,296.0453171,143.9919694,0.548703456,3.058681732,30.06603169,12.07021641,23.62308884,2.927832608,0.149105963,1.830752792,1.097079817,0.093899906,18.84020629,0.506695976,61.02544681,357.6874003,11.34938621,12.01596256,405.6067591,372.1916979,0.317404683,16.05161853,3.166605468,0.096887751,1.607279513
2014-04-21 13:49:00,ch02,6,shade,low,Apr,elevated,shade-low,6-ch02-shade-low,H1,282,15979,21,0,10.47273318,0.153700119,271.6127781,2.566511903,1.7327937,27.80114403,6,1.420000017,1,2.840000033,29.04553146,27.80114403,29.38720512,420.0037903,395.0043823,14.4442028,19.91873283,36.29639511,50.05290375,275.682904,299.2565857,78.09408875,101.3260071,-2.5254879,-0.278535545,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459471507,0.002566512,300.951144,302.1955315,47.88105264,-0.597098251,3.751079368,37.01990734,17.1011745,28.42333774,3.889530344,0.145808833,2.018285668,1.871244675,0.091808103,27.52143821,0.687619612,54.8932961,390.0261466,17.6980704,15.23978546,426.159322,403.0322745,0.133088684,20.8430979,4.603508271,0.25816163,1.542869312
2014-04-21 13:53:00,ch02,6,shade,low,Apr,elevated,shade-low,6-ch02-shade-low,H1,298,16227,21,0,10.48676284,0.146842914,266.2189769,2.563096073,1.806507628,28.05300484,6,1.420000017,1,2.840000033,29.29105225,28.05300484,29.53978958,420.2127319,395.1866028,14.27404633,19.74186058,35.35748673,48.9015213,275.7038635,299.2084106,80.42356415,101.3113678,-2.5254879,-0.278535545,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459506439,0.002563096,301.2030048,302.4410523,47.87334463,-0.595665368,3.806582559,37.57310499,17.83124441,28.67202854,3.946075785,0.13962357,2.00007493,1.946000855,0.087885845,26.97101557,0.673653488,53.54443847,390.201698,17.6566471,14.36614977,426.2977254,403.1454439,0.120992111,20.53347324,5.074496588,0.252048726,1.543986432
